Node,Number of Visits,Relative Importance Score,%
3944,1275,0.0001275,0.012750000000000001
4013,1275,0.0001275,0.012750000000000001
4044,1275,0.0001275,0.012750000000000001
4053,1275,0.0001275,0.012750000000000001
4263,1275,0.0001275,0.012750000000000001
4478,1275,0.0001275,0.012750000000000001
4824,1275,0.0001275,0.012750000000000001
5216,1275,0.0001275,0.012750000000000001
5333,1275,0.0001275,0.012750000000000001
2033,1274,0.0001274,0.012740000000000001
643,1274,0.0001274,0.012740000000000001
2905,1274,0.0001274,0.012740000000000001
2986,1274,0.0001274,0.012740000000000001
4499,1274,0.0001274,0.012740000000000001
3202,1274,0.0001274,0.012740000000000001
3602,1274,0.0001274,0.012740000000000001
3742,1274,0.0001274,0.012740000000000001
3809,1274,0.0001274,0.012740000000000001
4483,1274,0.0001274,0.012740000000000001
5881,1274,0.0001274,0.012740000000000001
5578,1274,0.0001274,0.012740000000000001
2329,1273,0.0001273,0.01273
2419,1273,0.0001273,0.01273
2850,1273,0.0001273,0.01273
4635,1273,0.0001273,0.01273
3307,1273,0.0001273,0.01273
3496,1273,0.0001273,0.01273
3676,1273,0.0001273,0.01273
4597,1273,0.0001273,0.01273
232,1272,0.0001272,0.01272
2270,1272,0.0001272,0.01272
1234,1272,0.0001272,0.01272
5236,1272,0.0001272,0.01272
2816,1272,0.0001272,0.01272
2849,1272,0.0001272,0.01272
3936,1272,0.0001272,0.01272
4089,1272,0.0001272,0.01272
4532,1272,0.0001272,0.01272
5542,1272,0.0001272,0.01272
3332,1271,0.0001271,0.012709999999999999
2065,1271,0.0001271,0.012709999999999999
5958,1271,0.0001271,0.012709999999999999
4122,1271,0.0001271,0.012709999999999999
4296,1271,0.0001271,0.012709999999999999
5685,1271,0.0001271,0.012709999999999999
5703,1271,0.0001271,0.012709999999999999
233,1270,0.000127,0.0127
2452,1270,0.000127,0.0127
3264,1270,0.000127,0.0127
3470,1270,0.000127,0.0127
1807,1270,0.000127,0.0127
3877,1270,0.000127,0.0127
4548,1270,0.000127,0.0127
4693,1270,0.000127,0.0127
4731,1270,0.000127,0.0127
4928,1270,0.000127,0.0127
6242,1270,0.000127,0.0127
1041,1269,0.0001269,0.01269
1116,1269,0.0001269,0.01269
1290,1269,0.0001269,0.01269
3322,1269,0.0001269,0.01269
4117,1269,0.0001269,0.01269
4580,1269,0.0001269,0.01269
5388,1269,0.0001269,0.01269
5581,1269,0.0001269,0.01269
1997,1268,0.0001268,0.012679999999999999
2096,1268,0.0001268,0.012679999999999999
321,1268,0.0001268,0.012679999999999999
2387,1268,0.0001268,0.012679999999999999
454,1268,0.0001268,0.012679999999999999
787,1268,0.0001268,0.012679999999999999
2817,1268,0.0001268,0.012679999999999999
6001,1268,0.0001268,0.012679999999999999
5315,1268,0.0001268,0.012679999999999999
5801,1268,0.0001268,0.012679999999999999
672,1267,0.0001267,0.012669999999999999
1184,1267,0.0001267,0.012669999999999999
1739,1267,0.0001267,0.012669999999999999
1756,1267,0.0001267,0.012669999999999999
3565,1267,0.0001267,0.012669999999999999
3974,1267,0.0001267,0.012669999999999999
4076,1267,0.0001267,0.012669999999999999
4875,1267,0.0001267,0.012669999999999999
2321,1266,0.0001266,0.01266
3048,1266,0.0001266,0.01266
4907,1266,0.0001266,0.01266
3159,1266,0.0001266,0.01266
1413,1266,0.0001266,0.01266
1751,1266,0.0001266,0.01266
4071,1266,0.0001266,0.01266
4602,1266,0.0001266,0.01266
5398,1266,0.0001266,0.01266
1959,1265,0.0001265,0.012650000000000002
2155,1265,0.0001265,0.012650000000000002
5235,1265,0.0001265,0.012650000000000002
642,1265,0.0001265,0.012650000000000002
2587,1265,0.0001265,0.012650000000000002
847,1265,0.0001265,0.012650000000000002
4411,1265,0.0001265,0.012650000000000002
3214,1265,0.0001265,0.012650000000000002
3250,1265,0.0001265,0.012650000000000002
3396,1265,0.0001265,0.012650000000000002
3866,1265,0.0001265,0.012650000000000002
4001,1265,0.0001265,0.012650000000000002
5350,1265,0.0001265,0.012650000000000002
5545,1265,0.0001265,0.012650000000000002
137,1264,0.0001264,0.01264
2878,1264,0.0001264,0.01264
3178,1264,0.0001264,0.01264
3605,1264,0.0001264,0.01264
3736,1264,0.0001264,0.01264
3945,1264,0.0001264,0.01264
3967,1264,0.0001264,0.01264
4234,1264,0.0001264,0.01264
4518,1264,0.0001264,0.01264
4870,1264,0.0001264,0.01264
5576,1264,0.0001264,0.01264
1963,1263,0.0001263,0.01263
1984,1263,0.0001263,0.01263
1202,1263,0.0001263,0.01263
3092,1263,0.0001263,0.01263
1281,1263,0.0001263,0.01263
5796,1263,0.0001263,0.01263
4691,1263,0.0001263,0.01263
5200,1263,0.0001263,0.01263
6046,1263,0.0001263,0.01263
6287,1263,0.0001263,0.01263
1932,1262,0.0001262,0.012620000000000001
170,1262,0.0001262,0.012620000000000001
2247,1262,0.0001262,0.012620000000000001
646,1262,0.0001262,0.012620000000000001
2952,1262,0.0001262,0.012620000000000001
1215,1262,0.0001262,0.012620000000000001
1672,1262,0.0001262,0.012620000000000001
4126,1262,0.0001262,0.012620000000000001
4302,1262,0.0001262,0.012620000000000001
4492,1262,0.0001262,0.012620000000000001
4598,1262,0.0001262,0.012620000000000001
4721,1262,0.0001262,0.012620000000000001
5057,1262,0.0001262,0.012620000000000001
5528,1262,0.0001262,0.012620000000000001
5626,1262,0.0001262,0.012620000000000001
2143,1261,0.0001261,0.01261
2766,1261,0.0001261,0.01261
3295,1261,0.0001261,0.01261
1515,1261,0.0001261,0.01261
3371,1261,0.0001261,0.01261
3472,1261,0.0001261,0.01261
1773,1261,0.0001261,0.01261
4197,1261,0.0001261,0.01261
5129,1261,0.0001261,0.01261
5287,1261,0.0001261,0.01261
5395,1261,0.0001261,0.01261
5614,1261,0.0001261,0.01261
1432,1260,0.000126,0.0126
3184,1260,0.000126,0.0126
3442,1260,0.000126,0.0126
4149,1260,0.000126,0.0126
4292,1260,0.000126,0.0126
5403,1260,0.000126,0.0126
5002,1260,0.000126,0.0126
5222,1260,0.000126,0.0126
1918,1259,0.0001259,0.01259
120,1259,0.0001259,0.01259
269,1259,0.0001259,0.01259
1704,1259,0.0001259,0.01259
2930,1259,0.0001259,0.01259
3051,1259,0.0001259,0.01259
3348,1259,0.0001259,0.01259
3621,1259,0.0001259,0.01259
3755,1259,0.0001259,0.01259
3922,1259,0.0001259,0.01259
4042,1259,0.0001259,0.01259
4116,1259,0.0001259,0.01259
4194,1259,0.0001259,0.01259
4638,1259,0.0001259,0.01259
5204,1259,0.0001259,0.01259
610,1258,0.0001258,0.01258
2958,1258,0.0001258,0.01258
5241,1258,0.0001258,0.01258
1407,1258,0.0001258,0.01258
1460,1258,0.0001258,0.01258
3325,1258,0.0001258,0.01258
3326,1258,0.0001258,0.01258
3378,1258,0.0001258,0.01258
3606,1258,0.0001258,0.01258
3913,1258,0.0001258,0.01258
5600,1258,0.0001258,0.01258
4433,1258,0.0001258,0.01258
5429,1258,0.0001258,0.01258
1937,1257,0.0001257,0.01257
135,1257,0.0001257,0.01257
1096,1257,0.0001257,0.01257
2294,1257,0.0001257,0.01257
2577,1257,0.0001257,0.01257
2681,1257,0.0001257,0.01257
5224,1257,0.0001257,0.01257
841,1257,0.0001257,0.01257
3242,1257,0.0001257,0.01257
1667,1257,0.0001257,0.01257
3929,1257,0.0001257,0.01257
5162,1257,0.0001257,0.01257
4098,1257,0.0001257,0.01257
4619,1257,0.0001257,0.01257
4853,1257,0.0001257,0.01257
5133,1257,0.0001257,0.01257
5547,1257,0.0001257,0.01257
3805,1256,0.0001256,0.012559999999999998
4078,1256,0.0001256,0.012559999999999998
5404,1256,0.0001256,0.012559999999999998
4567,1256,0.0001256,0.012559999999999998
313,1255,0.0001255,0.012549999999999999
613,1255,0.0001255,0.012549999999999999
1411,1255,0.0001255,0.012549999999999999
812,1255,0.0001255,0.012549999999999999
3087,1255,0.0001255,0.012549999999999999
4316,1255,0.0001255,0.012549999999999999
5612,1255,0.0001255,0.012549999999999999
5756,1255,0.0001255,0.012549999999999999
2811,1254,0.0001254,0.01254
2812,1254,0.0001254,0.01254
1104,1254,0.0001254,0.01254
3197,1254,0.0001254,0.01254
3251,1254,0.0001254,0.01254
5895,1254,0.0001254,0.01254
4476,1254,0.0001254,0.01254
5564,1254,0.0001254,0.01254
6027,1254,0.0001254,0.01254
100,1253,0.0001253,0.012530000000000001
153,1253,0.0001253,0.012530000000000001
168,1253,0.0001253,0.012530000000000001
2607,1253,0.0001253,0.012530000000000001
3261,1253,0.0001253,0.012530000000000001
1546,1253,0.0001253,0.012530000000000001
1513,1253,0.0001253,0.012530000000000001
3461,1253,0.0001253,0.012530000000000001
4700,1253,0.0001253,0.012530000000000001
5357,1253,0.0001253,0.012530000000000001
1987,1252,0.0001252,0.01252
1371,1252,0.0001252,0.01252
671,1252,0.0001252,0.01252
2728,1252,0.0001252,0.01252
3262,1252,0.0001252,0.01252
1818,1252,0.0001252,0.01252
4708,1252,0.0001252,0.01252
6166,1252,0.0001252,0.01252
6289,1252,0.0001252,0.01252
1971,1251,0.0001251,0.01251
2439,1251,0.0001251,0.01251
2631,1251,0.0001251,0.01251
2843,1251,0.0001251,0.01251
1141,1251,0.0001251,0.01251
3245,1251,0.0001251,0.01251
1611,1251,0.0001251,0.01251
3948,1251,0.0001251,0.01251
4686,1251,0.0001251,0.01251
4772,1251,0.0001251,0.01251
4826,1251,0.0001251,0.01251
5353,1251,0.0001251,0.01251
5748,1251,0.0001251,0.01251
5758,1251,0.0001251,0.01251
2386,1250,0.000125,0.0125
475,1250,0.000125,0.0125
2676,1250,0.000125,0.0125
4033,1250,0.000125,0.0125
4566,1250,0.000125,0.0125
4617,1250,0.000125,0.0125
4916,1250,0.000125,0.0125
5432,1250,0.000125,0.0125
5715,1250,0.000125,0.0125
2052,1249,0.0001249,0.01249
640,1249,0.0001249,0.01249
2717,1249,0.0001249,0.01249
2814,1249,0.0001249,0.01249
5487,1249,0.0001249,0.01249
1616,1249,0.0001249,0.01249
3620,1249,0.0001249,0.01249
4209,1249,0.0001249,0.01249
4571,1249,0.0001249,0.01249
4799,1249,0.0001249,0.01249
5161,1249,0.0001249,0.01249
5415,1249,0.0001249,0.01249
5732,1249,0.0001249,0.01249
5934,1249,0.0001249,0.01249
48,1248,0.0001248,0.01248
161,1248,0.0001248,0.01248
2141,1248,0.0001248,0.01248
216,1248,0.0001248,0.01248
742,1248,0.0001248,0.01248
806,1248,0.0001248,0.01248
4026,1248,0.0001248,0.01248
4038,1248,0.0001248,0.01248
4235,1248,0.0001248,0.01248
4660,1248,0.0001248,0.01248
4684,1248,0.0001248,0.01248
5593,1248,0.0001248,0.01248
2390,1247,0.0001247,0.01247
220,1247,0.0001247,0.01247
300,1247,0.0001247,0.01247
2289,1247,0.0001247,0.01247
2527,1247,0.0001247,0.01247
1705,1247,0.0001247,0.01247
2863,1247,0.0001247,0.01247
1319,1247,0.0001247,0.01247
3094,1247,0.0001247,0.01247
3347,1247,0.0001247,0.01247
3867,1247,0.0001247,0.01247
4330,1247,0.0001247,0.01247
5178,1247,0.0001247,0.01247
5532,1247,0.0001247,0.01247
5616,1247,0.0001247,0.01247
150,1246,0.0001246,0.012459999999999999
512,1246,0.0001246,0.012459999999999999
1811,1246,0.0001246,0.012459999999999999
3966,1246,0.0001246,0.012459999999999999
4155,1246,0.0001246,0.012459999999999999
4897,1246,0.0001246,0.012459999999999999
5138,1245,0.0001245,0.01245
780,1245,0.0001245,0.01245
2899,1245,0.0001245,0.01245
1821,1245,0.0001245,0.01245
3707,1245,0.0001245,0.01245
4047,1245,0.0001245,0.01245
4139,1245,0.0001245,0.01245
5840,1245,0.0001245,0.01245
4485,1245,0.0001245,0.01245
4992,1245,0.0001245,0.01245
5367,1245,0.0001245,0.01245
5719,1245,0.0001245,0.01245
218,1244,0.0001244,0.01244
2283,1244,0.0001244,0.01244
2284,1244,0.0001244,0.01244
2559,1244,0.0001244,0.01244
673,1244,0.0001244,0.01244
912,1244,0.0001244,0.01244
3191,1244,0.0001244,0.01244
5520,1244,0.0001244,0.01244
3089,1244,0.0001244,0.01244
3553,1244,0.0001244,0.01244
3838,1244,0.0001244,0.01244
4010,1244,0.0001244,0.01244
4230,1244,0.0001244,0.01244
4247,1244,0.0001244,0.01244
4393,1244,0.0001244,0.01244
5588,1244,0.0001244,0.01244
5199,1243,0.0001243,0.012430000000000002
3890,1243,0.0001243,0.012430000000000002
4177,1243,0.0001243,0.012430000000000002
4191,1243,0.0001243,0.012430000000000002
1910,1242,0.0001242,0.01242
4979,1242,0.0001242,0.01242
1257,1242,0.0001242,0.01242
3236,1242,0.0001242,0.01242
3284,1242,0.0001242,0.01242
1796,1242,0.0001242,0.01242
3898,1242,0.0001242,0.01242
2417,1241,0.0001241,0.012410000000000001
638,1241,0.0001241,0.012410000000000001
1079,1241,0.0001241,0.012410000000000001
3009,1241,0.0001241,0.012410000000000001
1421,1241,0.0001241,0.012410000000000001
3544,1241,0.0001241,0.012410000000000001
3821,1241,0.0001241,0.012410000000000001
4046,1241,0.0001241,0.012410000000000001
4249,1241,0.0001241,0.012410000000000001
4766,1241,0.0001241,0.012410000000000001
5763,1241,0.0001241,0.012410000000000001
2140,1240,0.000124,0.012400000000000001
1343,1240,0.000124,0.012400000000000001
2260,1240,0.000124,0.012400000000000001
657,1240,0.000124,0.012400000000000001
3106,1240,0.000124,0.012400000000000001
3287,1240,0.000124,0.012400000000000001
3899,1240,0.000124,0.012400000000000001
4003,1240,0.000124,0.012400000000000001
4420,1240,0.000124,0.012400000000000001
4680,1240,0.000124,0.012400000000000001
6086,1240,0.000124,0.012400000000000001
36,1239,0.0001239,0.01239
2147,1239,0.0001239,0.01239
2161,1239,0.0001239,0.01239
4153,1239,0.0001239,0.01239
2605,1239,0.0001239,0.01239
984,1239,0.0001239,0.01239
3272,1239,0.0001239,0.01239
4085,1239,0.0001239,0.01239
4266,1239,0.0001239,0.01239
4358,1239,0.0001239,0.01239
4918,1239,0.0001239,0.01239
5603,1239,0.0001239,0.01239
2679,1238,0.0001238,0.01238
2771,1238,0.0001238,0.01238
1552,1238,0.0001238,0.01238
3359,1238,0.0001238,0.01238
3748,1238,0.0001238,0.01238
4141,1238,0.0001238,0.01238
4541,1238,0.0001238,0.01238
4642,1238,0.0001238,0.01238
4955,1238,0.0001238,0.01238
4969,1238,0.0001238,0.01238
5802,1238,0.0001238,0.01238
3065,1237,0.0001237,0.012369999999999999
99,1237,0.0001237,0.012369999999999999
509,1237,0.0001237,0.012369999999999999
784,1237,0.0001237,0.012369999999999999
1331,1237,0.0001237,0.012369999999999999
1642,1237,0.0001237,0.012369999999999999
3321,1237,0.0001237,0.012369999999999999
3871,1237,0.0001237,0.012369999999999999
4277,1237,0.0001237,0.012369999999999999
4652,1237,0.0001237,0.012369999999999999
5344,1237,0.0001237,0.012369999999999999
5976,1237,0.0001237,0.012369999999999999
5992,1237,0.0001237,0.012369999999999999
6096,1237,0.0001237,0.012369999999999999
28,1236,0.0001236,0.01236
1960,1236,0.0001236,0.01236
259,1236,0.0001236,0.01236
299,1236,0.0001236,0.01236
5628,1236,0.0001236,0.01236
3098,1236,0.0001236,0.01236
1214,1236,0.0001236,0.01236
4633,1236,0.0001236,0.01236
4864,1236,0.0001236,0.01236
5058,1236,0.0001236,0.01236
5282,1236,0.0001236,0.01236
2153,1235,0.0001235,0.01235
2340,1235,0.0001235,0.01235
508,1235,0.0001235,0.01235
2644,1235,0.0001235,0.01235
733,1235,0.0001235,0.01235
3942,1235,0.0001235,0.01235
4088,1235,0.0001235,0.01235
4924,1235,0.0001235,0.01235
5047,1235,0.0001235,0.01235
6060,1235,0.0001235,0.01235
2686,1234,0.0001234,0.012339999999999999
3183,1234,0.0001234,0.012339999999999999
3600,1234,0.0001234,0.012339999999999999
4276,1234,0.0001234,0.012339999999999999
5267,1234,0.0001234,0.012339999999999999
5977,1234,0.0001234,0.012339999999999999
34,1233,0.0001233,0.012329999999999999
2102,1233,0.0001233,0.012329999999999999
3034,1233,0.0001233,0.012329999999999999
3764,1233,0.0001233,0.012329999999999999
4668,1233,0.0001233,0.012329999999999999
5000,1233,0.0001233,0.012329999999999999
5303,1233,0.0001233,0.012329999999999999
764,1232,0.0001232,0.012320000000000001
949,1232,0.0001232,0.012320000000000001
1697,1232,0.0001232,0.012320000000000001
3578,1232,0.0001232,0.012320000000000001
3613,1232,0.0001232,0.012320000000000001
4559,1232,0.0001232,0.012320000000000001
205,1231,0.0001231,0.012310000000000001
371,1231,0.0001231,0.012310000000000001
3452,1231,0.0001231,0.012310000000000001
4215,1231,0.0001231,0.012310000000000001
4378,1231,0.0001231,0.012310000000000001
4565,1231,0.0001231,0.012310000000000001
4665,1231,0.0001231,0.012310000000000001
5531,1231,0.0001231,0.012310000000000001
1302,1230,0.000123,0.0123
634,1230,0.000123,0.0123
2992,1230,0.000123,0.0123
3724,1230,0.000123,0.0123
5285,1230,0.000123,0.0123
959,1229,0.0001229,0.01229
1009,1229,0.0001229,0.01229
2980,1229,0.0001229,0.01229
1340,1229,0.0001229,0.01229
3552,1229,0.0001229,0.01229
4861,1229,0.0001229,0.01229
5184,1229,0.0001229,0.01229
5569,1229,0.0001229,0.01229
6296,1229,0.0001229,0.01229
2095,1228,0.0001228,0.012280000000000001
4201,1228,0.0001228,0.012280000000000001
4352,1228,0.0001228,0.012280000000000001
4510,1228,0.0001228,0.012280000000000001
4601,1228,0.0001228,0.012280000000000001
4606,1228,0.0001228,0.012280000000000001
4636,1228,0.0001228,0.012280000000000001
5022,1228,0.0001228,0.012280000000000001
5873,1228,0.0001228,0.012280000000000001
2103,1227,0.0001227,0.01227
2632,1227,0.0001227,0.01227
745,1227,0.0001227,0.01227
2711,1227,0.0001227,0.01227
2777,1227,0.0001227,0.01227
4049,1227,0.0001227,0.01227
5065,1227,0.0001227,0.01227
5073,1227,0.0001227,0.01227
2029,1226,0.0001226,0.01226
2282,1226,0.0001226,0.01226
3394,1226,0.0001226,0.01226
4467,1226,0.0001226,0.01226
2251,1225,0.0001225,0.01225
3905,1225,0.0001225,0.01225
1630,1225,0.0001225,0.01225
4265,1225,0.0001225,0.01225
5296,1225,0.0001225,0.01225
5423,1225,0.0001225,0.01225
5933,1225,0.0001225,0.01225
975,1224,0.0001224,0.01224
24,1224,0.0001224,0.01224
33,1224,0.0001224,0.01224
104,1224,0.0001224,0.01224
2434,1224,0.0001224,0.01224
2550,1224,0.0001224,0.01224
1153,1224,0.0001224,0.01224
3356,1224,0.0001224,0.01224
3383,1224,0.0001224,0.01224
3954,1224,0.0001224,0.01224
4632,1224,0.0001224,0.01224
4701,1224,0.0001224,0.01224
4848,1224,0.0001224,0.01224
5321,1224,0.0001224,0.01224
5427,1224,0.0001224,0.01224
5497,1224,0.0001224,0.01224
2815,1223,0.0001223,0.01223
1092,1223,0.0001223,0.01223
4112,1223,0.0001223,0.01223
4517,1223,0.0001223,0.01223
4610,1223,0.0001223,0.01223
5036,1223,0.0001223,0.01223
5059,1223,0.0001223,0.01223
6176,1223,0.0001223,0.01223
1919,1222,0.0001222,0.012219999999999998
724,1222,0.0001222,0.012219999999999998
931,1222,0.0001222,0.012219999999999998
1809,1222,0.0001222,0.012219999999999998
4040,1222,0.0001222,0.012219999999999998
5714,1222,0.0001222,0.012219999999999998
6074,1222,0.0001222,0.012219999999999998
6118,1222,0.0001222,0.012219999999999998
2044,1221,0.0001221,0.012210000000000002
2139,1221,0.0001221,0.012210000000000002
1304,1221,0.0001221,0.012210000000000002
2240,1221,0.0001221,0.012210000000000002
708,1221,0.0001221,0.012210000000000002
2813,1221,0.0001221,0.012210000000000002
2903,1221,0.0001221,0.012210000000000002
1484,1221,0.0001221,0.012210000000000002
1740,1221,0.0001221,0.012210000000000002
3712,1221,0.0001221,0.012210000000000002
4504,1221,0.0001221,0.012210000000000002
4764,1221,0.0001221,0.012210000000000002
5680,1221,0.0001221,0.012210000000000002
5781,1221,0.0001221,0.012210000000000002
47,1220,0.000122,0.012199999999999999
2436,1220,0.000122,0.012199999999999999
2469,1220,0.000122,0.012199999999999999
2533,1220,0.000122,0.012199999999999999
5629,1220,0.000122,0.012199999999999999
3111,1220,0.000122,0.012199999999999999
3126,1220,0.000122,0.012199999999999999
1550,1220,0.000122,0.012199999999999999
4086,1220,0.000122,0.012199999999999999
4327,1220,0.000122,0.012199999999999999
4338,1220,0.000122,0.012199999999999999
5293,1220,0.000122,0.012199999999999999
6041,1220,0.000122,0.012199999999999999
2421,1219,0.0001219,0.01219
1292,1219,0.0001219,0.01219
1268,1219,0.0001219,0.01219
3469,1219,0.0001219,0.01219
3527,1219,0.0001219,0.01219
3827,1219,0.0001219,0.01219
4738,1219,0.0001219,0.01219
4196,1219,0.0001219,0.01219
4211,1219,0.0001219,0.01219
4361,1219,0.0001219,0.01219
4448,1219,0.0001219,0.01219
4821,1219,0.0001219,0.01219
5771,1219,0.0001219,0.01219
5015,1218,0.0001218,0.01218
2603,1218,0.0001218,0.01218
2718,1218,0.0001218,0.01218
5108,1218,0.0001218,0.01218
3351,1218,0.0001218,0.01218
4223,1218,0.0001218,0.01218
4219,1218,0.0001218,0.01218
4511,1218,0.0001218,0.01218
4712,1218,0.0001218,0.01218
5308,1218,0.0001218,0.01218
1962,1217,0.0001217,0.01217
2252,1217,0.0001217,0.01217
2908,1217,0.0001217,0.01217
2912,1217,0.0001217,0.01217
5107,1217,0.0001217,0.01217
1082,1217,0.0001217,0.01217
1404,1217,0.0001217,0.01217
3317,1217,0.0001217,0.01217
4607,1217,0.0001217,0.01217
4926,1217,0.0001217,0.01217
5063,1217,0.0001217,0.01217
5757,1217,0.0001217,0.01217
5775,1217,0.0001217,0.01217
333,1216,0.0001216,0.01216
1488,1216,0.0001216,0.01216
722,1216,0.0001216,0.01216
675,1216,0.0001216,0.01216
2604,1216,0.0001216,0.01216
2608,1216,0.0001216,0.01216
4114,1216,0.0001216,0.01216
4377,1216,0.0001216,0.01216
5337,1216,0.0001216,0.01216
5043,1216,0.0001216,0.01216
5149,1216,0.0001216,0.01216
5884,1216,0.0001216,0.01216
5675,1216,0.0001216,0.01216
6073,1216,0.0001216,0.01216
5502,1215,0.0001215,0.01215
461,1215,0.0001215,0.01215
993,1215,0.0001215,0.01215
3128,1215,0.0001215,0.01215
5724,1215,0.0001215,0.01215
4993,1215,0.0001215,0.01215
5349,1215,0.0001215,0.01215
5499,1215,0.0001215,0.01215
5707,1215,0.0001215,0.01215
6075,1215,0.0001215,0.01215
379,1214,0.0001214,0.01214
506,1214,0.0001214,0.01214
564,1214,0.0001214,0.01214
2609,1214,0.0001214,0.01214
2668,1214,0.0001214,0.01214
2782,1214,0.0001214,0.01214
1758,1214,0.0001214,0.01214
1816,1214,0.0001214,0.01214
3625,1214,0.0001214,0.01214
4169,1214,0.0001214,0.01214
4546,1214,0.0001214,0.01214
4987,1214,0.0001214,0.01214
5187,1214,0.0001214,0.01214
5678,1214,0.0001214,0.01214
1941,1213,0.0001213,0.01213
720,1213,0.0001213,0.01213
743,1213,0.0001213,0.01213
1151,1213,0.0001213,0.01213
4906,1213,0.0001213,0.01213
3151,1213,0.0001213,0.01213
1395,1213,0.0001213,0.01213
3286,1213,0.0001213,0.01213
3633,1213,0.0001213,0.01213
4125,1213,0.0001213,0.01213
4442,1213,0.0001213,0.01213
4782,1213,0.0001213,0.01213
4815,1213,0.0001213,0.01213
1284,1212,0.0001212,0.01212
1107,1212,0.0001212,0.01212
2890,1212,0.0001212,0.01212
2963,1212,0.0001212,0.01212
1106,1212,0.0001212,0.01212
3226,1212,0.0001212,0.01212
1626,1212,0.0001212,0.01212
4028,1212,0.0001212,0.01212
4379,1212,0.0001212,0.01212
4732,1212,0.0001212,0.01212
55,1211,0.0001211,0.012110000000000001
1105,1211,0.0001211,0.012110000000000001
3366,1211,0.0001211,0.012110000000000001
1826,1211,0.0001211,0.012110000000000001
4261,1211,0.0001211,0.012110000000000001
4360,1211,0.0001211,0.012110000000000001
4486,1211,0.0001211,0.012110000000000001
5245,1211,0.0001211,0.012110000000000001
6059,1211,0.0001211,0.012110000000000001
6119,1211,0.0001211,0.012110000000000001
2128,1210,0.000121,0.0121
790,1210,0.000121,0.0121
3176,1210,0.000121,0.0121
3693,1210,0.000121,0.0121
3765,1210,0.000121,0.0121
3848,1210,0.000121,0.0121
3884,1210,0.000121,0.0121
5141,1210,0.000121,0.0121
5053,1210,0.000121,0.0121
542,1209,0.0001209,0.01209
793,1209,0.0001209,0.01209
1659,1209,0.0001209,0.01209
3583,1209,0.0001209,0.01209
3800,1209,0.0001209,0.01209
5557,1209,0.0001209,0.01209
5644,1209,0.0001209,0.01209
6069,1209,0.0001209,0.01209
226,1208,0.0001208,0.012079999999999999
2660,1208,0.0001208,0.012079999999999999
1015,1208,0.0001208,0.012079999999999999
3373,1208,0.0001208,0.012079999999999999
1893,1208,0.0001208,0.012079999999999999
3834,1208,0.0001208,0.012079999999999999
4256,1208,0.0001208,0.012079999999999999
5915,1208,0.0001208,0.012079999999999999
42,1207,0.0001207,0.01207
3308,1207,0.0001207,0.01207
4657,1207,0.0001207,0.01207
4898,1207,0.0001207,0.01207
4951,1207,0.0001207,0.01207
5521,1207,0.0001207,0.01207
5747,1207,0.0001207,0.01207
6102,1207,0.0001207,0.01207
2150,1206,0.0001206,0.012060000000000001
2678,1206,0.0001206,0.012060000000000001
2926,1206,0.0001206,0.012060000000000001
3498,1206,0.0001206,0.012060000000000001
3820,1206,0.0001206,0.012060000000000001
4403,1206,0.0001206,0.012060000000000001
5462,1206,0.0001206,0.012060000000000001
1967,1205,0.0001205,0.01205
449,1205,0.0001205,0.01205
1682,1205,0.0001205,0.01205
702,1205,0.0001205,0.01205
1743,1205,0.0001205,0.01205
3853,1205,0.0001205,0.01205
5960,1205,0.0001205,0.01205
4259,1205,0.0001205,0.01205
4341,1205,0.0001205,0.01205
4896,1205,0.0001205,0.01205
4903,1205,0.0001205,0.01205
5263,1205,0.0001205,0.01205
5523,1205,0.0001205,0.01205
5813,1205,0.0001205,0.01205
5926,1205,0.0001205,0.01205
5952,1205,0.0001205,0.01205
84,1204,0.0001204,0.01204
2382,1204,0.0001204,0.01204
467,1204,0.0001204,0.01204
2829,1204,0.0001204,0.01204
2876,1204,0.0001204,0.01204
2991,1204,0.0001204,0.01204
3237,1204,0.0001204,0.01204
3276,1204,0.0001204,0.01204
3622,1204,0.0001204,0.01204
4626,1204,0.0001204,0.01204
4823,1204,0.0001204,0.01204
2136,1203,0.0001203,0.012029999999999999
254,1203,0.0001203,0.012029999999999999
3493,1203,0.0001203,0.012029999999999999
3542,1203,0.0001203,0.012029999999999999
6232,1203,0.0001203,0.012029999999999999
4299,1203,0.0001203,0.012029999999999999
4493,1203,0.0001203,0.012029999999999999
4659,1203,0.0001203,0.012029999999999999
5292,1203,0.0001203,0.012029999999999999
5339,1203,0.0001203,0.012029999999999999
5354,1203,0.0001203,0.012029999999999999
5704,1203,0.0001203,0.012029999999999999
201,1202,0.0001202,0.01202
2428,1202,0.0001202,0.01202
489,1202,0.0001202,0.01202
2491,1202,0.0001202,0.01202
3398,1202,0.0001202,0.01202
4055,1202,0.0001202,0.01202
4187,1202,0.0001202,0.01202
4591,1202,0.0001202,0.01202
4608,1202,0.0001202,0.01202
4810,1202,0.0001202,0.01202
4958,1202,0.0001202,0.01202
5180,1202,0.0001202,0.01202
68,1201,0.0001201,0.01201
446,1201,0.0001201,0.01201
2286,1201,0.0001201,0.01201
923,1201,0.0001201,0.01201
4134,1201,0.0001201,0.01201
5024,1201,0.0001201,0.01201
5248,1201,0.0001201,0.01201
5327,1201,0.0001201,0.01201
5655,1201,0.0001201,0.01201
5886,1201,0.0001201,0.01201
